id,name,genres
36267,Uchuu Senkan Tiramisù,"Comedy, Mecha, Sci-Fi, Slice of Life, Space"
36278,Gokiburi Hime,Sci-Fi
36280,Usatalk,Dementia
36281,Lilt,Music
36288,Glamorous Heroes,"Action, Game"
36290,Xiang Ling Ji,"Action, Demons, Fantasy"
36291,Ling Yu,Fantasy
36296,Hinamatsuri,"Comedy, Sci-Fi, Seinen, Slice of Life, Supernatural"
36297,Hachigatsu no Cinderella Nine,"Music, Sports"
36308,Blade Runner: Black Out 2022,"Sci-Fi, Thriller"
36309,Butlers: Chitose Momotose Monogatari,"Comedy, School, Supernatural"
36316,Shichisei no Subaru,"Action, Fantasy, Game, Sci-Fi"
36317,Gaikotsu Shotenin Honda-san,"Comedy, Slice of Life"
36318,Quanzhi Fashi II,"Action, Magic, Fantasy, School"
36339,Nissin no Donbei x Kemono Friends,Comedy
36345,AOTU Shijie 2,"Action, Sci-Fi, Adventure, Fantasy"
36397,Shiyan Pin Jiating,"Sci-Fi, Slice of Life"
36404,"Attakai, Fuyu Canada",Slice of Life
36407,Kenja no Mago,"Action, Comedy, Magic, Romance, Fantasy"
36410,Littleforestmello,Kids
36418,Koneko no Chi: Ponponra Dairyokou,Slice of Life
36423,Zhandou Wang Zhi Jufeng Zhan Hun,"Action, Kids, Shounen"
36424,Princess Principal: Ange Report,"Action, Mystery"
36425,Zhandou Wang Zhi Jufeng Zhan Hun 2,"Action, Kids, Shounen"
36427,Zhandou Wang Zhi Jufeng Zhan Hun 3,"Action, Kids, Shounen"
36431,One Room Second Season,Slice of Life
36432,Toaru Majutsu no Index III,"Action, Sci-Fi, Super Power, Magic"
36440,Ku Pao Ying Xiong,"Action, Adventure, Fantasy, Game, Magic"
36447,Lord of Vermilion IV,"Game, Fantasy"
36455,Wo de Tian Jie Nu You,"Adventure, Super Power, Supernatural, Romance, Fantasy"
36456,Boku no Hero Academia 3rd Season,"Action, Comedy, Super Power, School, Shounen"
36468,Shoujo Shuumatsu Jugyou,"Comedy, Parody, School"
36470,Tada-kun wa Koi wo Shinai,"Comedy, Romance, Slice of Life"
36474,Sword Art Online: Alicization,"Action, Game, Adventure, Romance, Fantasy"
36475,Sword Art Online Alternative: Gun Gale Online,"Action, Fantasy, Game, Military, Sci-Fi"
36483,B-Project: Zecchou*Emotion,"Music, Shoujo"
36491,Doupo Cangqiong,"Action, Adventure, Comedy, Supernatural, Romance"
36492,Road to You,"Drama, Romance"
36500,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,Comedy
36501,MahoYome: Aisatsu,Parody
36502,MahoYome,Parody
36510,Ulysses: Jehanne Darc to Renkin no Kishi,"Action, Fantasy"
36511,Tokyo Ghoul:re,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen"
36513,Rokuhoudou Yotsuiro Biyori,"Slice of Life, Seinen"
36515,Dies Irae: To the Ring Reincarnation,"Action, Super Power, Magic"
36516,Beatless,"Action, Drama, Romance, Sci-Fi"
36520,Pikotarou no Lullaby Lullaby,"Comedy, Parody"
36521,Dies Irae: Irasshai Zonnenji,"Comedy, Parody"
36522,Ling Qi 2,"Action, Comedy, Magic, Shounen Ai, Supernatural"
36525,Dorei-ku The Animation,"Drama, Psychological"
36531,Shinkansen Henkei Robo Shinkalion The Animation,"Action, Sci-Fi, Kids, Mecha"
36536,Starmyu 3rd Season,"Music, Slice of Life, School"
36544,Heibai Wushang 2nd Season,"Action, Comedy, Supernatural"
36545,Huyao Xiao Hongniang: Qian Yan,"Comedy, Historical, Supernatural, Romance"
36548,Kokkoku,"Psychological, Supernatural, Drama, Mystery, Seinen"
36553,Yinhun x He Wei Dao,Comedy
36561,Doupo Cangqiong Specials,"Action, Adventure, Demons, Fantasy"
36563,Megalo Box,"Action, Sci-Fi, Slice of Life, Sports, Drama"
36564,Kamiusagi Rope x Boruto: Naruto Next Generations,"Slice of Life, Comedy"
36565,Major 2nd (TV),"Comedy, Drama, Shounen, Sports"
36569,Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,"Comedy, Parody"
36572,Neko Neko Gong Show,Kids
36574,Weaving,Fantasy
36575,"PLUG, THe NeW WORLD",Fantasy
36577,Dungeon Meshi,Fantasy
36578,Monogatari no Aru Satou,Romance
36580,Boku wa Shitteru yo.,Slice of Life
36582,Life: Jinsei no Taisetsu na Toki ni...,Slice of Life
36584,Ki de Tsukurou,Slice of Life
36586,Kinyoubi no Yakusoku,Drama
36587,Granblue Fantasy The Animation Season 2,"Adventure, Fantasy"
36593,Hug tto! Precure,"Action, Magic, Fantasy, Shoujo"
36618,Flowering Heart 2,"Kids, Magic"
36621,Toilet no Kuni,"Kids, Music"
36626,Yakiniku-ten Sengoku,"Slice of Life, Comedy"
36632,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,"Comedy, Ecchi, Romance"
36633,Date A Live III,"Sci-Fi, Harem, Comedy, Romance, Mecha, School"
36636,Ankoku Cat VS,"Action, Comedy"
36637,Akashic Re:cords,"Game, Fantasy"
36638,Tenkyuu no Arculs,"Fantasy, Game"
36640,Mashiro Witch,"Game, Magic"
36641,Grand Marche no Meikyuu,"Fantasy, Game"
36642,Kakusansei Million Arthur,"Game, Music, Fantasy"
36643,Kairisei Million Arthur,"Game, Music, Fantasy"
36644,Shaonian Jinyiwei,"Adventure, Mystery, Historical, Romance, Martial Arts, Shounen"
36646,Daitai 3-pun de Wakaru .hack History,"Game, Comedy"
36649,Banana Fish,"Action, Adventure, Drama, Shoujo"
36652,Piano no Mori (TV),"Adventure, Music, Comedy, Drama, School, Seinen"
36653,Tsurune: Kazemai Koukou Kyuudoubu,"Sports, Drama, School"
36654,Tsukumogami Kashimasu,"Slice of Life, Comedy, Historical, Demons, Supernatural"
36655,Souten no Ken: Regenesis,"Action, Historical, Martial Arts"
36657,Stone Age,"Kids, Fantasy"
36664,Matsumotokiyoshi x Osomatsu-san,Comedy
36666,An Ling Yu Shi Di Qi,"Sci-Fi, Adventure, Kids"
36669,Yadokari,Music
36670,Hatoya,"Dementia, Music"
36704,Free!: Dive to the Future,"Comedy, Drama, School, Slice of Life, Sports"
36712,Mighty Thor: Battle Royale,"Fantasy, Parody"
36715,Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,"Sci-Fi, Comedy, Parody"
36718,Yakan Gakkou no Ura-sensei,"School, Supernatural"
36719,Pastel Kazoku,Comedy
36722,Shen Qi Huan Qi Tan,"Action, Adventure, Fantasy, Magic, Mystery, School, Supernatural"
36726,Yuragi-sou no Yuuna-san,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural"
36728,Mameneko,Slice of Life
36732,Qin Shi Ming Yue: Tian Xing Jiu Ge,"Action, Fantasy, Historical, Martial Arts"
36740,Dragon Egg,"Action, Sci-Fi, Kids"
36742,Koisuru Shirokuma Tokubetsu-ban,"Comedy, Josei"
36743,Genki-kun no Christmas @ Tokyo-eki,Slice of Life
36744,Genki-kun no Oshougatsu @ Tokyo-eki,Slice of Life
36745,1/100 Rice Planting,Slice of Life
36746,1/100 Shibuya Crossing,Slice of Life
36747,1/100 Train Station,Slice of Life
36753,Kakushin,"Music, Shounen Ai"
36754,Kakuriyo no Yadomeshi,"Demons, Drama, Romance, Supernatural"
36762,Xue Se Cang Qiong,"Action, Adventure, Mystery, Horror, Thriller, Fantasy"
36771,"Baito-saki wa ""Aku no Soshiki""!?","Action, Comedy, Romance"
36774,Star Wars/Saigo no Jedai: Tokubetsu Eizou,"Sci-Fi, Parody"
36775,Wo Shi Jiang Xiaobai,"Drama, Romance, Slice of Life"
36783,Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,"Action, Military, School"
36784,Hataraku Onii-san!,"Slice of Life, Comedy"
36790,Ling Yu 2nd Season,Fantasy
36791,Ling Yu 3rd Season,Fantasy
36793,3D Kanojo: Real Girl,"Romance, School, Shoujo"
36797,gdMen,"Comedy, Fantasy"
36799,Kyoto Animation Koushiki Twitter: Itsumo Arigatou,Slice of Life
36800,Amanchu! Advance,"Slice of Life, Comedy, School, Shounen"
36817,Sunohara-sou no Kanrinin-san,"Comedy, Slice of Life"
36823,Huyao Xiao Hongniang: Beishan Yaodi,"Comedy, Historical, Supernatural, Romance"
36824,Huyao Xiao Hongniang: Nan Guo,"Comedy, Historical, Supernatural, Romance"
36828,Caligula (TV),"Action, Sci-Fi"
36838,Gintama.: Shirogane no Tamashii-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
36840,25-sai no Joshikousei,"Ecchi, Romance, School"
36847,Nanatsu no Bitoku,"Ecchi, Fantasy"
36848,Aishen Qiaokeli-ing...II,"Harem, Comedy, Romance, School"
36855,Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,Comedy
36856,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),"Sci-Fi, Adventure, Police, Mecha"
36861,Itazura Majo to Nemuranai Machi,"Action, Police, Magic, Fantasy"
36864,Akkun to Kanojo,"Comedy, Josei, Romance, School"
36871,Ultraman,"Action, Sci-Fi, Seinen, Super Power"
36873,Back Street Girls: Gokudolls,"Comedy, Ecchi, Seinen"
36875,Akuma no Memumemu-chan,"Comedy, Demons, Ecchi, Shounen"
36882,Arifureta Shokugyou de Sekai Saikyou,"Action, Adventure, Fantasy, Harem"
36883,Wares: Beyond,Mecha
36884,Hisone to Maso-tan,"Comedy, Drama, Fantasy, Military"
36890,dMatsu-san,"Comedy, Parody"
36894,Inazma Delivery: Dougyousha Attack-hen,"Action, Sci-Fi, Comedy"
36902,Mahou Shoujo Ore,"Comedy, Fantasy, Magic"
36903,Kengan Ashura,"Action, Martial Arts"
36904,Aggressive Retsuko (ONA),"Slice of Life, Comedy"
36906,Jashin-chan Dropkick,"Comedy, Supernatural"
36910,Wu Geng Ji 2nd Season,"Action, Historical, Supernatural, Martial Arts, Fantasy"
36934,Captain Tsubasa (2018),"Action, Sports, Shounen"
36943,Tachibanakan Triangle,"Comedy, Ecchi, Shoujo Ai"
36945,Himote House,"Comedy, Super Power"
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"Ecchi, School, Shounen"
36954,Break Go!Ga!,"Game, Shounen"
36955,Tales of the Rays Gekijou,"Comedy, Fantasy, Parody"
36963,IDOLiSH7 Vibrato,Music
36969,Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,"Comedy, Kids, Mystery"
36973,Ekimemo!,Game
36976,Cutie Honey Universe,"Action, Comedy, Magic, Romance, Sci-Fi, Shounen"
36979,Tanuki to Kitsune,Comedy
36981,Neko no Dayan (2017),Kids
36982,Micchiri Neko,"Comedy, Kids"
36993,Chao Zhi Neng Zu Qiu,"Comedy, Sports"
36996,Jian Wangchao,"Action, Historical"
37007,Hinomaruzumou,"Martial Arts, Shounen, Sports"
37017,Kensaku to Enjin no ABC Days,Kids
37018,Season's Greetings from dwarf,Kids
37021,Iya na Kao sare nagara Opantsu Misete Moraitai,Ecchi
37023,Layton Mystery Tanteisha: Katri no Nazotoki File,"Mystery, Comedy, Kids"
37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,"Comedy, Demons, Fantasy, Seinen, Supernatural"
37033,Emiya-san Chi no Kyou no Gohan,"Slice of Life, Comedy"
37036,Binan Koukou Chikyuu Boueibu Happy Kiss!,"Comedy, Magic, Parody, School, Slice of Life"
37037,"Animegataris: Yuku Toshi, Kuru Toshi",Comedy
37044,Guomin Laogong Dai Huijia 2nd season,"Drama, Romance, School"
37045,Imouto sae Ireba Ii. (ONA),Comedy
37078,Quanzhi Gaoshou Specials,"Action, Game"
37086,Kakegurui××,"Drama, Game, Mystery, Psychological, School, Shounen"
37087,Overlord: Ple Ple Pleiades 2,"Action, Comedy, Fantasy, Magic"
37104,Slow Start: Web Yokoku Movie,Slice of Life
37105,Grand Blue,"Slice of Life, Comedy, Seinen"
37106,Kitsune no Koe,Music
37123,Sora yori mo Tooi Basho: Yokoku,"Slice of Life, Comedy"
37126,Nobunaga no Shinobi: Anegawa Ishiyama-hen,"Comedy, Historical"
37140,Gegege no Kitarou (2018),"Comedy, Demons, Supernatural, Shounen"
37141,Hataraku Saibou (TV),"Comedy, Shounen"
37143,Alphard x Taka no Tsume,"Cars, Parody"
37144,Nikuiyo! Galbi-kun: Kemuri ga Me ni Shimiru,Comedy
37145,Morimori Shima no Mogu to Perol,Kids
37148,"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""","Action, Super Power, Magic"
37150,Douluo Dalu,"Action, Adventure, Fantasy, Historical, Martial Arts, Romance"
37151,Marvel Future Avengers 2nd Season,"Action, Super Power, Kids"
37152,Shaonian Jinyiwei 2nd Season,"Adventure, Mystery, Historical, Romance, Martial Arts"
37154,Grimms Notes The Animation,"Action, Adventure, Magic, Fantasy"
37164,Yao Shen Ji 2nd Season,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy"
37171,Asobi Asobase,"Comedy, School"
37174,Chichibu de Buchichi,Slice of Life
37175,Mi Yu Xing Zhe,"Mystery, Psychological, Thriller"
37176,Doupo Cangqiong 2nd Season,"Action, Adventure, Historical, Demons, Romance, Martial Arts, Fantasy"
37178,Kiratto Pri☆chan,"Music, Slice of Life, Magic, Shoujo"
37181,Guomin Laogong Dai Huijia 3rd Season,"Drama, Romance"
37184,Ze Tian Ji 2nd Season,"Action, Adventure, Fantasy"
37185,Ze Tian Ji 3rd Season,"Action, Adventure, Fantasy"
37186,Mang Huang Ji,"Action, Adventure, Fantasy, Historical, Martial Arts"
37187,Kuiba Yao Xia Zhuan,"Action, Adventure, Fantasy"
37188,Fumikiri Jikan,"Comedy, Slice of Life"
37202,Radiant,"Action, Adventure, Fantasy, Magic"
37204,Aikatsu Friends!,"Music, Slice of Life, School, Shoujo"
37206,Anima Yell!,"Comedy, School, Sports"
37208,Mo Dao Zu Shi,"Action, Adventure, Mystery, Historical, Supernatural"
37209,Sheng Shi Zhuang Niang,"Game, Historical, Drama, Romance, Shoujo"
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,"Comedy, Ecchi, Fantasy, Harem, Magic"
37219,Xiongmao He Xiao Yan Shu,"Comedy, Kids"
37221,Release the Spyce,"Action, School"
37232,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,"Action, Adventure, Magic, Fantasy"
37242,Hoshi to Tsubasa no Paradox,"Action, Sci-Fi, Mecha"
37243,Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,"Horror, Seinen, Thriller"
37245,Gundam Build Divers,"Action, Sci-Fi, Mecha"
37247,Gundam Build Divers Prologue,"Action, Sci-Fi, Mecha"
37249,DC Super Heroes vs Taka no Tsume-dan Promotion Eizou,"Comedy, Parody, Super Power"
37254,Last Period: Owarinaki Rasen no Monogatari,"Action, Adventure, Comedy, Fantasy, Magic"
37256,Chainsaw Bunny: Deleted Scene,"Horror, Supernatural, Thriller"
37258,Omae wa Mada Gunma wo Shiranai,"Comedy, School"
37259,Hanebado!,"Seinen, Sports"
37264,Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,Comedy
37265,God Eater Reso Nantoka Gekijou,"Fantasy, Military, Parody, Sci-Fi"
37268,Z/X: Code Reunion,"Sci-Fi, Fantasy, School, Shounen"
37278,Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,Game
37281,Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,"Comedy, Ecchi"
37283,Beyblade Burst Chouzetsu,"Action, Sci-Fi, Adventure, Sports, Shounen"
37285,"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku","Historical, Parody"
37291,Mo Ri Shu Guang,"Action, Horror, Psychological, Supernatural, Thriller, Shounen Ai"
37292,Fei Ren Zai,"Slice of Life, Comedy, Supernatural"
37293,Wo Jia Da Shixiong Naozi You Keng,"Action, Adventure, Comedy, Historical, Martial Arts"
37294,Wangu Xian Qiong II,"Adventure, Comedy, Fantasy"
37300,Xiao Liyu Lixian Ji,"Adventure, Kids, Magic, Fantasy"
37302,Kemurikusa (TV),"Fantasy, Sci-Fi"
37311,Kemurikusa,"Action, Adventure, Sci-Fi"
37318,Toji no Miko: Kizamishi Issen no Tomoshibi,"Action, Comedy"
37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,Ecchi
37324,Youkai Watch: Shadow Side,"Comedy, Demons, Kids, Supernatural"
37328,Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,"Slice of Life, Magic, Fantasy"
37334,Star Wars/Force no Kakusei,Sci-Fi
37337,Sara Ke Puccho,Parody
37338,Chuukan Kanriroku Tonegawa,"Comedy, Parody, Psychological, Drama, Seinen"
37345,Plunderer,"Action, Ecchi, Fantasy, Shounen"
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,"Action, Adventure, Comedy, Romance, Fantasy"
37349,Goblin Slayer,"Action, Adventure, Fantasy"
37368,Shounen Ashibe: Go! Go! Goma-chan 3,"Slice of Life, Comedy, Seinen"
37369,Neko Neko Nihonshi 3rd Season,"Historical, Parody, Kids, Samurai"
37374,Pastel Memories,"Action, Sci-Fi, Adventure"
37379,Chihayafuru 3,"Game, Slice of Life, Sports, Drama, School, Josei"
37388,Souten no Ken: Regenesis 2nd Season,"Action, Historical, Martial Arts"
37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","Comedy, Fantasy"
37395,Zoids Wild,"Action, Sci-Fi, Adventure, Comedy, Mecha"
37403,Ahiru no Sora,"Comedy, Sports, Drama, School, Shounen"
37409,Tabechatta tte Ii no ni na!,"Slice of Life, Comedy"
37422,Cinderella Girls Gekijou 3rd Season,"Comedy, Slice of Life"
37423,Shiawase Pasta Story,"Magic, Slice of Life"
37424,Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,"Slice of Life, Comedy"
37426,Sarazanmai,"Action, Supernatural, Fantasy"
37430,Tensei shitara Slime Datta Ken,"Fantasy, Shounen"
37431,Donten ni Warau x Mameshiba,Comedy
37433,Wakaokami wa Shougakusei!,"Comedy, Slice of Life, Supernatural"
37435,Carole & Tuesday,"Drama, Music, Sci-Fi"
37436,Revisions,"Action, Sci-Fi, Mecha"
37438,Ingress the Animation,"Action, Game, Sci-Fi, Mystery"
37446,Hyakuren no Haou to Seiyaku no Valkyria,"Fantasy, Harem"
37447,Karakuri Circus (TV),"Action, Adventure, Mystery, Drama, Shounen"
37448,Ladyspo,"Action, Comedy, Sci-Fi"
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Comedy, Supernatural, Drama, Romance, School"
37451,Boogiepop wa Warawanai (2019),"Psychological, Mystery, Horror"
37458,Kyoto Teramachi Sanjou no Holmes,"Drama, Mystery, Romance, Slice of Life"
37468,Oi Pii-tan!!,Josei
37475,Kishuku Gakkou no Juliet,"Action, Comedy, Romance, School, Shounen"
37476,Cardfight!! Vanguard (2018),"Action, Game, Shounen"
37481,Ongaku Shoujo (TV),"Music, Slice of Life"
37484,Duel Masters!,"Action, Adventure, Comedy, Shounen"
37487,Muhyo to Rouji no Mahouritsu Soudan Jimusho,"Action, Mystery, Comedy, Supernatural, Drama, Shounen"
37490,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2","Comedy, Drama, Mystery, Police"
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
37496,Double Decker! Doug & Kirill,"Action, Sci-Fi, Comedy, Police"
37497,Irozuku Sekai no Ashita kara,"Drama, Magic, Romance, School"
37509,W'z,"Action, Music"
37510,Mob Psycho 100 II,"Action, Slice of Life, Comedy, Supernatural"
37517,Happy Sugar Life,"Drama, Horror, Psychological, Shounen"
37520,Dororo,"Action, Adventure, Demons, Historical, Samurai, Shounen, Supernatural"
37521,Vinland Saga,"Action, Adventure, Drama, Historical, Seinen"
37522,Pet,"Mystery, Psychological, Supernatural, Seinen"
37525,Babylon,"Mystery, Psychological, Thriller"
37527,Nameless Flipbook,Dementia
37529,Kabushikigaisha OPT Shinsotsu Saiyou Movie,"Music, Slice of Life"
37530,Miyako,Psychological
37544,Bucket no Naka no Kaka,Fantasy
37545,Amakage,"Music, Fantasy"
37546,Jirijiri Moyou no Ryuuryuu Tenten,Fantasy
37547,Onikiri Shoujo,"Action, Samurai"
37548,Metroid Short Animation,Sci-Fi
37549,Uchiko no Mama to Okaasan,Thriller
37550,Gingirl,Space
37551,Onikiri Musume Saisen,"Action, Samurai"
37552,Minion,"Music, Slice of Life, Fantasy"
37555,Hangyakusei Million Arthur,"Action, Adventure, Fantasy, Magic"
37559,Oretacha Youkai Ningen G,"Demons, Horror, Parody"
37561,Akanesasu Shoujo,"Action, School, Sci-Fi"
37562,Robot Girls Neo,"Comedy, Parody, Mecha"
37563,Di Wang Gong Lue,"Adventure, Mystery, Historical, Drama, Martial Arts, Shounen Ai"
37564,Wo de Ni Tian Shen Qi,"Adventure, Comedy, Supernatural, Magic, Romance, Fantasy"
37566,Qin Shi Ming Yue: Yi Zhe Ru Shi,"Drama, Historical"
37569,Sirius,"Action, Historical, Supernatural, Vampire"
37571,Senjuushi,"Action, Military"
37576,Majutsushi Orphen Hagure Tabi,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy"
37578,Planet With,"Action, Mecha, Sci-Fi"
37579,Tonari no Kyuuketsuki-san,"Comedy, Shoujo Ai, Slice of Life, Supernatural, Vampire"
37584,Bakumatsu,"Action, Historical, Samurai"
37587,Lapis Re:LiGHTs,"Music, Magic, Fantasy"
37589,Ano Hi no Kanojo-tachi,Slice of Life
37590,Devilman: Crybaby - Digest Eizou,"Action, Demons, Horror, Supernatural"
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,"Comedy, Drama, Romance, Shounen Ai"
37598,Phantom in the Twilight,"Action, Supernatural, Vampire"
37599,Magatsu Wahrheit: Zuerst,"Action, Magic, Fantasy"
37601,Lord of Vermilion: Guren no Ou,"Action, Fantasy"
37611,Future Card Buddyfight Battsu: All-Star Fight,Game
37614,Hitoribocchi no Marumaru Seikatsu,"Comedy, School, Shounen, Slice of Life"
37618,Meng Qi Shi Shen,"Adventure, Comedy, Historical, Drama, Romance, Shoujo"
37619,CMFU Xueyuan: Wangzi Peng Peng Qiu,"Romance, School, Sports"
37626,"""R100"" x Mameshiba Original Manners",Comedy
37641,Yin Yang Shi: Ping An Wu Yu,"Slice of Life, Comedy, Historical, Demons, Supernatural"
37643,Xiong Bing Lian,"Action, Military, Sci-Fi, Mystery, Space, Supernatural, Mecha"
37646,Hataraku Onii-san! no 2!,"Comedy, Slice of Life"
37651,Fate/Extra: Last Encore - Illustrias Tendousetsu,"Action, Fantasy, Magic"
37655,Sword Gai The Animation Part II,"Action, Supernatural, Seinen"
37657,Gakuen Basara,"Action, Comedy, School"
37662,Shinya! Tensai Bakabon,"Slice of Life, Comedy"
37666,3-bu de Wakaru Koizumi Yakumo no Kaidan,"Historical, Horror, Parody, Supernatural"
37671,Neeko ga Vtuber Shite Mita,Slice of Life
37675,Overlord III,"Action, Magic, Fantasy, Game, Supernatural"
37684,"Susume, Karolina.",Game
37716,Beelzebub-jou no Okinimesu mama.,"Comedy, Demons, Fantasy, Romance, Shounen"
37717,"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",Historical
37722,Uchi no Maid ga Uzasugiru!,"Slice of Life, Comedy, Shoujo Ai"
37735,Aru Zombie Shoujo no Sainan (ONA),"Action, Horror, Supernatural, Thriller"
37736,Rang Wo Men Shao Ba,"Comedy, Psychological, Magic, School"
37737,Mu Wang Zhi Wang: Qi Lin Jue,"Action, Historical, Martial Arts, Mystery, Romance"
37739,Future Card Shin Buddyfight,Game
37740,Bai Ye Ling Long,"Magic, Romance, School, Shoujo"
37744,Isekai Cheat Magician,"Action, Adventure, Fantasy"
37747,Ame-iro Cocoa: Side G,"Slice of Life, Comedy"
37750,Turning Mecard W: Vandyne-ui Bimil,"Adventure, Cars, Game, Kids, Mecha"
37753,Wonder Gravity: Pino To Juuryoku Tsukai,"Fantasy, Game"
37755,Golden Douga Gekijou,Comedy
37760,Mecha-ude,"Action, Sci-Fi, Mecha"
37769,Aguu: Tensai Ningyou,"Action, Drama, Supernatural"
37775,Slide,"Music, Sports"
37776,Kirari Kagayaku,"Music, Romance, Slice of Life"
37777,"Chiisana Tayori, Ookina Tayori.","Drama, Music"
37778,Pastel Life,"Music, Slice of Life"
37779,Yakusoku no Neverland,"Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen"
37780,Okojo to Yamane,"Slice of Life, Comedy"
37781,Overlord: Ple Ple Pleiades 3,"Action, Comedy, Fantasy, Magic"
37786,Yagate Kimi ni Naru,"Romance, School, Shoujo Ai"
37787,Space Bug,"Adventure, Space"
37790,"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",Slice of Life
37799,Tokyo Ghoul:re 2nd Season,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural"
37802,Ongeki,Slice of Life
37806,Gunjou no Magmell,"Action, Adventure, Super Power, Fantasy, Shounen"
37822,Douluo Dalu: Jingying Sai,"Action, Adventure, Historical, Supernatural, Martial Arts, Fantasy"
37823,Conception,"Action, Adventure, Harem, Magic, Romance, Fantasy"
37825,Yukimi-ka no Nichijou wa Honwari de Shimeru,Music
37826,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,"Comedy, Romance, Slice of Life"
37852,AriKiri,Slice of Life
37864,Yinhun x KFC,Comedy
37869,BanG Dream! 2nd Season,Music
37870,BanG Dream! 3rd Season,Music
37873,BanG Dream! Garupa☆Pico,"Music, Comedy"
37877,Promedicus,School
37881,Naniiro no Nani,"Music, Slice of Life"
37885,Super Dragon Ball Heroes,"Action, Comedy, Super Power, Martial Arts, Fantasy, Shounen"
37886,Wo Shi Jiang Xiaobai (2018),"Drama, Romance, Slice of Life"
37887,Huan Jie Wang,"Action, Adventure, Magic, Fantasy, Shounen"
37888,Tian Yu,"Action, Adventure, Demons, Fantasy, Magic"
37890,Oshi ga Budoukan Ittekuretara Shinu,"Comedy, Music, Seinen, Shoujo Ai, Slice of Life"
37893,Yami Shibai 6,"Dementia, Horror, Supernatural"
37894,Ling Yu 4th Season,Fantasy
37895,Ling Yu 5th Season,Fantasy
37896,Ling Yu 6th Season,Fantasy
37904,Meshinuma.,"Slice of Life, Seinen"
37920,Ueno-san wa Bukiyou,"Comedy, Romance, Seinen"
37922,Seikaisuru Kado: Beyond Information,Sci-Fi
37923,Baa-cha no Kingyo,Slice of Life
37924,Ani ni Tsukeru Kusuri wa Nai! 2,"Comedy, School, Slice of Life"
37926,Nakanohito Genome [Jikkyouchuu],"Game, Comedy, Drama"
37930,Sketch,Music
37932,Quanzhi Gaoshou 2,"Action, Game"
37936,Wu Shan Wu Xing,"Action, Historical, Martial Arts, Fantasy"
37937,Wan Jie Xian Zong,"Action, Adventure, Demons, Fantasy, Historical, Martial Arts, Romance"
37940,Yatogame-chan Kansatsu Nikki,"Slice of Life, Comedy, School, Shounen"
37948,Hentatsu,Comedy
37952,Shoumetsu Toshi,"Action, Adventure, Mystery, Drama, Fantasy"
37956,3D Kanojo: Real Girl 2nd Season,"Romance, School, Shoujo"
37958,Fukigen na Mononokean Tsuzuki,"Comedy, Demons, Supernatural"
37962,IDOLiSH7: Second Beat!,Music
37963,Caramel Honey,"Comedy, School, Shounen Ai"
37964,Mayonaka no Occult Koumuin,"Demons, Fantasy, Mystery, Shoujo, Supernatural"
37965,Kaze ga Tsuyoku Fuiteiru,"Comedy, Sports, Drama"
37970,Yakusoku no Nanaya Matsuri,"Drama, Samurai, Sci-Fi"
