id,name,genres
2927,KimiKiss Pure Rouge,"Drama, Romance, School"
2929,Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi, Space"
2931,Mokke,"Slice of Life, Supernatural, Mystery"
2933,Mirai Keisatsu Urashiman,"Action, Sci-Fi, Comedy, Police"
2934,Shiawase Sou no Okojo-san,Comedy
2938,Idol Densetsu Eriko,Music
2942,Sketchbook: Full Color's,"Slice of Life, Comedy"
2963,Minami-ke,"Slice of Life, Comedy, School"
2964,Blue Drop: Tenshi-tachi no Gikyoku,"Sci-Fi, Drama, Shoujo Ai"
2965,Suteki Tantei Labyrinth,"Mystery, Sci-Fi"
2966,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance"
2967,Saishuu Shiken Kujira,"Comedy, Ecchi, Mystery, School, Supernatural"
2970,Night Wizard,"Adventure, Fantasy, Magic, Shounen"
2980,Kuusou Kagaku Sekai Gulliver Boy,"Action, Adventure, Fantasy, Magic, Mecha"
2985,Majin Tantei Nougami Neuro,"Mystery, Comedy, Demons, Supernatural, Shounen"
2986,Bamboo Blade,"Comedy, School, Seinen, Sports"
2987,Ginga Hyouryuu Vifam,"Action, Sci-Fi, Adventure, Space, Mecha"
2993,Rosario to Vampire,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen"
3000,Taiho Shichau zo: Full Throttle,"Action, Comedy, Police, Shounen"
3001,Moyashimon,"Comedy, School, Seinen, Supernatural"
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Thriller, Seinen"
3006,Atashin'chi,"Comedy, Slice of Life"
3008,Time Bokan Series: Yatterman,"Adventure, Comedy, Mecha"
3009,Tiger Mask,"Action, Drama, Shounen, Sports"
3010,Kaiketsu Zorro,"Adventure, Historical, Shounen"
3012,Gekitou! Crush Gear Turbo,"Sports, Shounen"
3020,Gu-Gu Ganmo,"Comedy, School, Shounen, Slice of Life"
3021,Yume Senshi Wingman,"Action, Comedy, Super Power, Romance, School"
3022,Haai Step Jun,"Action, Romance, School, Sci-Fi"
3023,Esper Mami,"Comedy, Ecchi, Magic, School, Super Power, Supernatural"
3024,Ribbon no Kishi,"Action, Mystery, Romance, Fantasy, Shoujo"
3035,Chouon Senshi Borgman,"Action, Sci-Fi, Demons"
3036,Tobe! Isami,"Action, Adventure, Comedy, Romance, Shounen"
3044,Tetsuwan Atom (1980),"Action, Sci-Fi, Adventure, Mecha, Shounen"
3053,Ganbare! Kickers,"Comedy, Drama, Shounen, Sports"
3054,La Seine no Hoshi,"Adventure, Historical, Drama, Shoujo"
3059,Ninja Senshi Tobikage,"Adventure, Mecha, Sci-Fi, Shounen, Space"
3075,Tondera House no Daibouken,"Adventure, Historical, Sci-Fi"
3077,Warau Salesman,"Comedy, Psychological, Supernatural, Drama, Seinen"
3079,Aoki Ryuusei SPT Layzner,"Space, Mecha, Military, Sci-Fi"
3081,Attacker You!,"Action, Romance, Shoujo, Sports"
3091,xxxHOLiC Kei,"Mystery, Comedy, Psychological, Supernatural, Drama"
3092,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai"
3098,Shutsugeki! Machine Robo Rescue,"Action, Mecha, Sci-Fi"
3099,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power"
3101,F-Zero: Falcon Densetsu,"Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen"
3104,Geisters: Fractions of the Earth,"Action, Military, Sci-Fi"
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical"
3112,Papillon Rose,"Ecchi, Magic, Comedy, Parody"
3114,Chiisana Kyojin Microman,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power"
3116,Dash! Yonkurou,"Action, Cars, Sports, Kids, Shounen"
3125,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire"
3129,Kaibutsu-kun,"Comedy, Horror"
3130,Kaibutsu-kun (1980),"Comedy, Horror, Kids"
3131,Ashita Tenki ni Naare,"Sports, Shounen"
3132,Boukensha: The Man Was from Spain,"Adventure, Historical"
3136,Ochamegami Monogatari: Korokoro Pollon,"Parody, Magic, Comedy"
3137,Tsurikichi Sanpei,"Adventure, Sports"
3146,GR: Giant Robo,"Adventure, Mecha, Military, Sci-Fi, Shounen"
3151,Genei Toushi Bastof Lemon,"Adventure, Mecha, Sci-Fi"
3159,The Kabocha Wine,"Slice of Life, Comedy, Romance, School"
3162,Makiba no Shoujo Katri,"Adventure, Drama, Historical, Slice of Life"
3164,Ichigo Ichie: Koibana Tomobana,"Slice of Life, Comedy, School"
3166,Ayakashi,"Action, Sci-Fi, Horror, Fantasy"
3167,Eve no Jikan,"Sci-Fi, Slice of Life"
3176,Nessa no Haou Gandalla,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural"
3180,Manga Aesop Monogatari (TV),"Comedy, Fantasy, Kids"
3182,Massugu ni Ikou. 2nd Season,"Comedy, Josei, Romance, Slice of Life"
3185,Fortune Quest L,"Adventure, Comedy, Fantasy, Magic"
3193,Asobot Senki Gokuu,"Action, Sci-Fi, Adventure, Comedy, Shounen"
3194,Ningyohime Marina no Bouken,"Drama, Fantasy, Kids, Romance"
3196,Wakakusa no Charlotte,"Drama, Historical, Kids, Shoujo, Slice of Life"
3199,Nanatsu no Umi no Tico,"Slice of Life, Adventure"
3201,Pure-tou no Nakama-tachi,"Fantasy, Kids"
3202,Daisuki! Hello Kitty,"Fantasy, Kids"
3205,Cream Lemon: Lemon Angel,Ecchi
3213,Ganbare Genki,"Action, Comedy, Shounen, Sports"
3225,Minami-ke Okawari,"Comedy, School, Slice of Life"
3226,Major S4,"Comedy, Drama, Shounen, Sports"
3228,Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School, Shounen"
3229,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance"
3230,Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy"
3231,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi"
3243,Elec-king The Animation,"Comedy, Seinen"
3251,Hatara Kids Mai Ham Gumi,"Action, Kids"
3259,Lemon Angel (1988),Ecchi
3264,Lemon Angel (1988/II),Ecchi
3270,IGPX: Immortal Grand Prix (2005),"Drama, Mecha, Sci-Fi, Shounen, Sports"
3271,Bakutou Sengen Daigunder,"Sci-Fi, Adventure, Mecha"
3272,Kinnikuman,"Adventure, Comedy, Sports, Shounen"
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,"Action, Comedy, Sports, Shounen"
3285,Himitsu no Akko-chan,"Magic, School, Shoujo"
3290,Vampiyan Kids,"Fantasy, Comedy, Kids"
3294,Gasshin Sentai Mechander Robo,"Space, Mecha, Military, Mystery, Sci-Fi"
3295,Yatterman,"Adventure, Comedy, Parody"
3297,Aria the Origination,"Sci-Fi, Slice of Life, Fantasy, Shounen"
3298,Hatenkou Yuugi,"Adventure, Comedy, Drama, Romance, Fantasy, Josei"
3299,H2O: Footprints in the Sand,"Harem, Romance, School"
3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi"
3312,Dr. Slump,"Slice of Life, Comedy, Sci-Fi, Shounen"
3313,Montana Jones,"Adventure, Mystery, Comedy, Historical"
3315,Kikou Keisatsu Metal Jack,"Action, Sci-Fi, Police, Mecha"
3317,Uchuusen Sagittarius,"Sci-Fi, Adventure"
3322,Wagaya no Oinari-sama.,"Adventure, Fantasy, Shounen, Supernatural"
3325,Yuusha Exkaiser,"Action, Mecha, Sci-Fi, Shounen"
3327,Giant Gorg,"Action, Adventure, Mecha, Sci-Fi"
3332,Stop!! Hibari-kun!,"Comedy, Shounen"
3335,Haikara-san ga Tooru,"Drama, Historical, Romance, Shoujo, Slice of Life"
3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural"
3345,Mikan Enikki,"Slice of Life, Comedy, Romance, Shoujo"
3349,Kiddy GiRL-AND,"Action, Comedy, Sci-Fi, Super Power"
3355,Fortune Dogs,Adventure
3356,Mahoutsukai Sally,"Magic, Fantasy, School, Shoujo"
3358,Kure-nai,"Comedy, Drama, Martial Arts"
3359,Amatsuki,"Action, Demons, Fantasy, Historical, Shoujo, Supernatural"
3361,UFO Senshi Dai Apolon,"Action, Sci-Fi, Mecha"
3363,RD Sennou Chousashitsu,"Action, Sci-Fi"
3366,Persona: Trinity Soul,"Action, Sci-Fi, Super Power"
3369,Shoubushi Densetsu Tetsuya,"Game, Historical, Shounen"
3388,Majokko Megu-chan,"Magic, Shoujo"
3389,Bus Gamer,Action
3391,Maicching Machiko-sensei,"Comedy, Ecchi, School"
3399,Rokushin Gattai GodMars,"Action, Mecha, Sci-Fi, Space"
3407,Blassreiter,"Action, Sci-Fi"
3418,Jungle no Ouja Taa-chan,"Action, Comedy, Parody"
3420,Shigofumi,"Drama, Fantasy, Psychological, Supernatural, Thriller"
3424,Porphy no Nagai Tabi,"Drama, Historical, Kids, Slice of Life"
3425,Meiken Lassie,"Adventure, Slice of Life, Kids"
3432,Chou Mashin Eiyuuden Wataru,"Action, Adventure, Comedy, Mecha"
3433,Go-Q-Choji Ikkiman,"Sci-Fi, Sports"
3434,Hey! Bumboo,"Adventure, Cars, Kids"
3435,Joou Heika no Petite Angie,"Historical, Mystery, Shoujo"
3436,Meme Iroiro Yume no Tabi,"Adventure, Kids, Sci-Fi"
3437,Mister Ajikko,"Comedy, Shounen"
3438,Moero! Top Striker,"Action, Shounen, Sports"
3444,The☆Ultraman,"Action, Sci-Fi, Space, Super Power"
3451,Space Oz no Bouken,"Adventure, Sci-Fi"
3455,To LOVE-Ru,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
3456,Candy☆Boy: Side Story For Archive,"Romance, School, Shoujo Ai"
3457,Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire"
3458,Pi Po Pa Po Patrol-kun,"Cars, Comedy, Police, Kids"
3460,Bosco Daibouken,"Kids, Adventure, Fantasy"
3464,Kemeko Deluxe!,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen"
3467,Nogizaka Haruka no Himitsu,"Comedy, Romance"
3470,Special A,"Comedy, Romance, School, Shoujo"
3486,Yuusha Tokkyuu Might Gaine,"Action, Sci-Fi, Adventure, Mecha"
3493,Ryuusei no Rockman Tribe,Adventure
3500,"Yume Miru, Anime: on-chan",Comedy
3501,Wellber no Monogatari: Sisters of Wellber Zwei,"Adventure, Fantasy, Historical, Romance"
3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural"
3505,Yuusha Shirei Dagwon,"Action, Adventure, Martial Arts, Mecha, Super Power, School"
3514,Noramimi,Comedy
3519,Garakuta-doori no Stain,Comedy
3535,Neko Ramen,Comedy
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"Slice of Life, Comedy, Police"
3549,Allison to Lillia,"Action, Adventure, Shounen"
3550,Midori no Makibao,"Sports, Comedy"
3561,Dennou Boukenki Webdiver,"Adventure, Mecha, Sci-Fi, Shounen"
3568,Ganbarist! Shun,"Comedy, Shounen, Sports"
3571,Mach GoGoGo (1997),"Adventure, Cars"
3572,Macross F,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi"
3573,Moegaku★5,"Magic, Parody"
3576,Kodai Ouja Kyouryuu King,"Adventure, Kids, Fantasy"
3577,Kyouran Kazoku Nikki,"Comedy, Sci-Fi"
3579,Getter Robo,"Action, Sci-Fi, Mecha, Shounen"
3588,Soul Eater,"Action, Fantasy, Comedy, Supernatural, Shounen"
3594,Tears to Tiara,"Action, Adventure, Fantasy, Magic"
3604,Hidamari Sketch x 365,"Slice of Life, Comedy, School, Seinen"
3609,Kikou Kantai Dairugger XV,"Action, Sci-Fi, Adventure, Space, Mecha, Shounen"
3613,Toshokan Sensou,"Action, Military, Comedy, Romance"
3614,Yakushiji Ryouko no Kaiki Jikenbo,"Mystery, Police, Supernatural"
3615,Neo Angelique Abyss,"Comedy, Fantasy, Harem, Romance, Shoujo"
3616,Kamen no Maid Guy,"Action, Comedy, Ecchi, Super Power"
3619,Nanako SOS,"Comedy, Parody, Romance, Super Power"
3627,D.C.II S.S.: Da Capo II Second Season,"Fantasy, Comedy, Harem, Romance, Drama"
3630,Miracle Shoujo Limit-chan,"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power"
3631,Aoi Blink,"Adventure, Fantasy"
3637,Bouken Yuuki Pluster World,"Action, Sci-Fi, Adventure, Shounen"
3638,Kaiketsu Zorori,"Adventure, Comedy"
3653,Kurogane no Linebarrels,"Action, Mecha, Sci-Fi"
3654,Macademi Wasshoi!,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural"
3655,Nabari no Ou,"Action, Fantasy, Supernatural, Comedy, Drama, Shounen"
3656,Monochrome Factor,"Action, Shounen Ai, Supernatural"
3660,Mahou no Idol Pastel Yumi,"Comedy, Fantasy, Kids, Magic, Shoujo"
3667,Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi"
3668,Telepathy Shoujo Ran,"Fantasy, School"
3670,Kikou Souseiki Mospeada,"Action, Mecha, Military"
3672,Tottemo! Luckyman,"Comedy, Super Power, Sci-Fi, Shounen"
3673,Nijuu Mensou no Musume,"Action, Adventure, Mystery"
3676,Machine Robo: Cronos no Dai Gyakushuu,"Action, Martial Arts, Mecha, Sci-Fi, Space"
3683,Kabatotto,Comedy
3689,Hatsumei Boy Kanipan,"Sci-Fi, Adventure, Comedy, Mecha"
3690,Chou Hatsumei Boy Kanipan,"Adventure, Comedy, Mecha, Romance"
3691,Watashi to Watashi: Futari no Lotte,"Slice of Life, Kids, Shoujo"
3692,Yes! Precure 5 GoGo!,"Action, Magic, Fantasy, School, Shoujo"
3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi"
3704,Zenryoku Usagi,"Comedy, Kids"
3710,Hakaba Kitarou,"Horror, Supernatural"
3712,Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural"
3723,Koala Boy Kokki,Comedy
3724,Taiko no Tatsujin,Game
3731,Itazura na Kiss,"Comedy, Romance, Shoujo"
3736,Parappa the Rapper,"Comedy, Fantasy"
3737,Usavich,"Adventure, Comedy"
3738,Usavich II,"Adventure, Comedy"
3750,Maria-sama ga Miteru 4th,"School, Shoujo, Shoujo Ai, Slice of Life"
3754,Tongari Boushi no Memole,"Fantasy, Magic, Shoujo"
3761,Wanwan Sanjuushi,"Adventure, Historical"
3765,Pygmalio,"Adventure, Fantasy, Shoujo"
3768,Play Ball,"Action, Sports, Shounen"
3769,Play Ball 2nd,"Action, Sports, Shounen"
3772,Saiko Robot Kombock,"Mecha, Sci-Fi"
3776,Go! Go! Itsutsugo Land,School
3800,Arrow Emblem Grand Prix no Taka,"Cars, Sports, Drama"
3806,Sasuga no Sarutobi,"Action, Adventure, Comedy, Sports, Romance, Martial Arts"
3807,Honoo no Alpenrose: Judy & Randy,"Historical, Drama, Romance, Shoujo"
3808,Futari Daka,"Cars, Sports, Shounen"
3809,Shirayuki Hime no Densetsu,"Adventure, Fantasy, Romance"
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Fantasy, Comedy"
3811,Hoshi no Oujisama Petit Prince,Adventure
3812,Yume no Hoshi no Button Nose,"Kids, Adventure"
3819,Sasurai no Taiyou,"Music, Drama"
3822,Sougen no Shoujo Laura,"Adventure, Shoujo"
3823,Little Lulu to Chicchai Nakama,"Kids, Slice of Life, Comedy"
3825,Dokaben,"Action, Sports, School, Shounen"
3827,Ore wa Teppei,"Action, Shounen, Sports"
3834,Hoshi no Ko Chobin,"Sci-Fi, Adventure"
3835,Ai no Gakkou Cuore Monogatari,"Slice of Life, Historical, Drama, School"
3836,Meiken Jolie,"Adventure, Historical"
3837,Mashin Eiyuuden Wataru,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
3838,Himitsu no Akko-chan 2,"Magic, School, Shoujo"
3839,Himitsu no Akko-chan 3,"Magic, School, Shoujo"
3840,Crystal Blaze,"Action, Sci-Fi"
3841,Chi's Sweet Home,"Comedy, Slice of Life"
3844,Apache Yakyuugun,"Action, Sports, School"
3845,Mahoutsukai Chappy,"Adventure, Kids, Magic"
3858,Konchuu Monogatari Minashigo Hutch,"Adventure, Comedy, Drama"
3859,Top Secret: The Revelation,"Sci-Fi, Mystery, Police, Psychological, Shoujo"
3869,Sakura Momoko Gekijou: Coji-Coji,"Fantasy, Comedy"
3870,Kick no Oni,"Shounen, Sports"
3873,Honey Honey no Suteki na Bouken,"Adventure, Historical, Shoujo"
3874,Ashita e Free Kick,Sports
3875,Mahoutsukai Sally 2,"Comedy, Magic, Shoujo"
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"Adventure, Fantasy"
3877,Sasurai no Shoujo Nell,"Adventure, Historical, Shoujo"
3878,Mahou Shoujo Lalabel,"Slice of Life, Magic, Comedy, Shoujo"
3879,Paris no Isabelle,"Historical, Drama"
3880,Makyou Densetsu Acrobunch,"Mecha, Sci-Fi, Shounen"
3881,Majokko Tickle,"Magic, Comedy, Shoujo"
3885,Sugar Bunnies,Kids
3900,Ougon Bat,"Action, Sci-Fi, Super Power"
3907,Ginga Sengoku Gunyuuden Rai,"Sci-Fi, Adventure, Space, Romance, Shounen"
3909,Bikkuriman,"Comedy, Fantasy"
3915,Time Bokan,"Adventure, Comedy, Mecha"
3927,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space"
3932,Magnerobo Ga-Keen,"Action, Mecha, Sci-Fi"
3935,Karakuri Kiden: Hiwou Senki,"Action, Adventure, Mecha, Historical"
3936,Personal Computer Travel Tanteidan,"Kids, Adventure, Historical, Sci-Fi"
3937,Takoyaki Mant-Man,"Comedy, Sci-Fi"
3947,Jarinko Chie (TV),"Slice of Life, Comedy, Drama, Seinen"
3958,Kannagi,"Comedy, School, Shounen, Supernatural"
3960,Armored Core: Fort Tower Song,"Action, Mecha, Sci-Fi"
3962,Chocolate Underground,"Adventure, Comedy, Kids"
3969,Kagaku Kyuujo-tai TechnoVoyager,"Action, Adventure, Mecha, Sci-Fi, Space"
3972,Yu☆Gi☆Oh! 5D's,"Action, Game, Shounen"
3973,Ikuze! Gen-san,Comedy
3974,Tetsuwan Birdy Decode,"Action, Sci-Fi, Comedy"
3975,Uchi no 3 Shimai,"Slice of Life, Comedy"
4013,Paul no Miracle Daisakusen,"Action, Adventure, Kids"
4021,Seiyou Kottou Yougashiten: Antique,"Comedy, Shoujo, Shounen Ai"
4023,Kitty's Paradise,"Fantasy, Kids"
4024,Sanrio Anime Sekai Meisaku Gekijou,"Adventure, Fantasy, Kids"
4025,Asobou! Hello Kitty,"Adventure, Fantasy, Kids"
4028,Slayers Revolution,"Adventure, Comedy, Fantasy"
4038,Zettai Karen Children,"Action, Comedy, Supernatural, Shounen"
4039,Golgo 13 (TV),"Action, Adventure, Drama, Thriller, Seinen"
4044,Youkai Ningen Bem,"Horror, Demons"
4049,Mafukiden: Pandarian,"Adventure, Comedy, Fantasy, Kids, Magic, Super Power"
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Fantasy
4051,Net Ghost Pipopa,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen"
4052,Medarot Damashii,"Action, Sci-Fi, Adventure"
4054,Norimono Oukoku BuBu ChaCha,"Slice of Life, Comedy"
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy
4060,Grimm Meisaku Gekijou,"Adventure, Comedy, Fantasy, Kids, Magic"
4061,Grimm Masterpiece Theater II,"Adventure, Comedy, Fantasy, Kids, Magic"
4062,Musashi no Ken,"Sports, Shounen"
4063,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power"
4066,Tytania,"Adventure, Military, Psychological, Romance, Sci-Fi, Space"
4067,Shin Megami Tensei Devil Children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural"
4068,Shin Megami Tensei Devil Children: Light & Dark,"Action, Kids, Adventure, Fantasy, Magic, Game, Supernatural, Demons, Sci-Fi"
4069,Pucca (ONA),"Comedy, Romance"
4073,Kyouryuu Daisensou Izenborg,"Action, Mecha"
4080,Kyou kara Maou! 3rd Series,"Adventure, Comedy, Demons, Fantasy, Shoujo"
4081,Natsume Yuujinchou,"Slice of Life, Demons, Supernatural, Drama, Shoujo"
4083,Wonder Beat Scramble,"Action, Space, Sci-Fi"
4086,Muka Muka Paradise,"Adventure, Comedy"
4087,Michiko to Hatchin,"Action, Adventure"
4101,Wan Wan Celepoo Soreyuke! Tetsunoshin,"Comedy, Fantasy, Kids"
4104,Mini Moni the TV,Comedy
4113,Mahou no Mako-chan,"Fantasy, Magic, Romance, Shoujo"
4114,Onegai My Melody: Kuru Kuru Shuffle!,"Fantasy, Magic, Comedy"
4119,Juushin Liger,"Action, Mecha, Sci-Fi"
4121,Meimon! Daisan Yakyuubu,"Action, Sports, Shounen"
4130,Petit Eva: Evangelion@School,"Comedy, Parody, School"
4132,Wakakusa no Yon Shimai,"Slice of Life, Historical, Drama"
4136,Penguin Musume♥Heart,"Comedy, Ecchi, School, Slice of Life"
4151,Blade of the Immortal,"Action, Adventure, Historical, Supernatural, Samurai"
4154,Time Bokan Series: Yattodetaman,"Action, Adventure, Comedy, Fantasy, Mecha"
4177,Bounen no Xamdou,"Action, Military, Sci-Fi, Adventure"
4181,Clannad: After Story,"Slice of Life, Comedy, Supernatural, Drama, Romance"
4183,Uchuu Taitei God Sigma,"Action, Space, Mecha"
4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi"
4187,Megumi,Historical
4189,Fuyu no Sonata,"Drama, Romance"
4191,Popolocrois Monogatari,"Adventure, Fantasy"
4192,Hayate no Gotoku!!,"Action, Harem, Comedy, Parody, Romance, Shounen"
4196,Ikkitousen: Great Guardians,"Action, Ecchi, Martial Arts, School, Super Power"
4197,Blue Dragon: Tenkai no Shichi Ryuu,"Adventure, Comedy, Fantasy, Supernatural"
4198,Koutetsu Jeeg,"Action, Mecha, Demons, Sci-Fi, Shounen"
4199,Entaku no Kishi Monogatari: Moero Arthur,"Adventure, Romance, Historical, Drama"
4208,Tetsujin 28-gou (1980),"Action, Mecha"
4209,Mission-E,"Action, Comedy, School, Sci-Fi"
4211,Hareluya II Boy,"Action, Fantasy, Comedy, School, Shounen"
4214,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire"
4224,Toradora!,"Slice of Life, Comedy, Romance, School"
4240,Ginga Senpuu Braiger,"Action, Sci-Fi, Adventure, Space, Mecha"
4242,Ginga Reppuu Baxingar,"Action, Adventure, Mecha"
4244,Ginga Shippuu Sasuraiger,"Action, Adventure, Mecha"
4262,Koihime†Musou,"Action, Adventure, Historical, Ecchi, Martial Arts, Fantasy"
4264,Ultraviolet: Code 044,"Action, Sci-Fi"
4266,Vie Durant,"Sci-Fi, Drama, Vampire"
4286,Bonobono (TV),Comedy
4314,Nanami-chan 2nd Series,"Comedy, Kids"
4316,Nanami-chan 3rd Series,"Comedy, Kids"
4331,Penguin no Mondai,"Comedy, Kids"
4332,Seigi wo Aisuru Mono Gekkou Kamen,"Action, Mystery"
4334,Heroman,"Action, Sci-Fi, Shounen"
4339,Ashita e Attack!,"Sports, School, Drama"
4362,Fireball,"Comedy, Sci-Fi"
4375,Kyoro-chan,"Adventure, Comedy, Fantasy"
4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life"
4383,Catman Series III,"Comedy, Fantasy, Slice of Life"
4411,Mirai Robo Daltanias,"Action, Sci-Fi, Space, Mecha"
4415,World Destruction: Sekai Bokumetsu no Rokunin,"Adventure, Fantasy"
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,"Action, Mecha, Sci-Fi, Super Power"
4417,Hennako-chan,Comedy
4418,Catman Series II,"Comedy, Fantasy, Slice of Life"
4419,Catman,"Slice of Life, Fantasy, Comedy"
4427,Tatakae!! Ramenman,"Action, Adventure, Martial Arts, Shounen"
4439,Kurenai Sanshirou,"Action, Martial Arts, Sports"
4443,Duel Masters Charge,"Action, Adventure, Comedy, Shounen"
4444,Zero Duel Masters,"Adventure, Comedy, Game, Sports"
4460,Kikumana,"Dementia, Psychological"
4468,Nagagutsu wo Haita Neko no Bouken,"Adventure, Fantasy"
4477,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life"
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,"Slice of Life, Drama, Magic, Romance, Shounen"
4486,Getter Robo G,"Action, Mecha, Sci-Fi, Shounen"
4503,Choujikuu Kidan Southern Cross,"Action, Sci-Fi, Drama, Mecha"
4504,Kinkyuu Hasshin Saver Kids,"Action, Sci-Fi, Adventure, Comedy, Mecha"
4511,Hoero! Bun Bun,"Adventure, Slice of Life"
4514,Seton Doubutsuki: Kuma no Ko Jacky,"Adventure, Historical, Drama"
4515,Seton Doubutsuki: Risu no Banner,"Kids, Drama"
4532,Taiyou no Yuusha Fighbird,"Action, Mecha, Sci-Fi"
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,"Romance, School, Shoujo Ai"
4536,Muteki Robo Trider G7,"Comedy, Mecha, Sci-Fi, Space"
4547,RoboDz,Sci-Fi
4548,Yozakura Quartet,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,"Action, Drama, Martial Arts"
4550,Hyakko,"Comedy, School, Slice of Life"
4551,Hakushaku to Yousei,"Adventure, Historical, Magic, Romance, Fantasy, Shoujo"
4553,Sukima no Kuni no Polta,Fantasy
4554,Dokkiri Doctor,"Slice of Life, Comedy, School"
4563,Bakukyuu Hit! Crash B-Daman,"Game, Adventure, Kids"
4574,Saikyou Robot Daiouja,"Action, Sci-Fi, Mecha, Shounen"
4581,Shikabane Hime: Aka,"Action, Horror, Supernatural, Shounen"
4584,Topo Gigio,"Kids, Adventure, Comedy"
4586,Daisuki! BuBu ChaCha,Kids
4591,Yoiko,"Slice of Life, Comedy, Ecchi, School"
4597,Kouya no Shounen Isamu,"Action, Adventure, Shounen"
4598,Urikupen Kyuujo-tai,"Adventure, Comedy, Kids"
4599,Tanoshii Willow Town,"Kids, Fantasy"
4614,Moero Arthur: Hakuba no Ouji,"Adventure, Romance, Historical, Drama"
4615,Yama Nezumi Rocky Chuck,"Kids, Adventure, Fantasy"
4616,Yumemiru Topo Gigio,"Kids, Adventure, Comedy"
4618,RideBack,"Action, Drama, Mecha, School, Sci-Fi"
4651,Yume no Crayon Oukoku,"Adventure, Fantasy, Comedy, Shoujo"
4654,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power"
4657,Arad Senki: Slap Up Party,"Action, Adventure, Comedy, Fantasy"
4660,Yoshino no Hime,"Comedy, Fantasy, Historical, Slice of Life"
4662,Neo Angelique Abyss: Second Age,"Adventure, Fantasy, Harem, Shoujo"
4663,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen"
4667,B-Legend! Battle B-Daman Fire Spirits!,"Adventure, Fantasy, Game, Kids"
4684,Scarecrowman,"Fantasy, Kids"
4690,Cyborg 009 (1979),"Action, Adventure, Mecha, Sci-Fi, Shounen"
4709,Aesop's World,Kids
4719,Queen's Blade: Rurou no Senshi,"Action, Adventure, Ecchi, Fantasy"
4720,White Album,"Drama, Harem, Music, Romance"
